TIC ID,Researcher,Created At,Status,Source,Verdict,Classification,Transit Depth,SNR,Planet Radius,Orbital Period,Transit Duration,Equilibrium Temp,Stellar Radius,Stellar Temp,Stellar Mag,Full Thesis
182943944,S.Koustav,2026-05-03T05:01:15.381Z,Rejected: Stellar Artifact,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 182943944  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 1.0798%  - Signal-to-Noise Ratio (SNR): 5.25  - Planet Radius ($R_p$): 113.473 $R_{\oplus}$  - Orbital Period ($P$): 15.4322 days  - Transit Duration: 59.26 hours  - Equilibrium Temperature ($T_{eq}$): 7387.4 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear)  - Harmonic Sweep Result: PASS  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Stellar Artifact  - Acceptance/Rejection Reasoning: Rejected. Analysis indicates an extreme radius of 113.4 $R_{\oplus}$ based on the updated stellar density derivation (0.0194 $g/cm^3$). The signal is definitively a Stellar Artifact and not a viable Inflated Hot Jupiter candidate."
167092385,S.Koustav,2026-05-03T05:01:11.996Z,Rejected: Stellar Artifact,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 167092385  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 0.9798%  - Signal-to-Noise Ratio (SNR): 2.9  - Planet Radius ($R_p$): 108.092 $R_{\oplus}$  - Orbital Period ($P$): 21.6198 days  - Transit Duration: 89.938 hours  - Equilibrium Temperature ($T_{eq}$): 6602.1 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear)  - Harmonic Sweep Result: PASS  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Stellar Artifact  - Acceptance/Rejection Reasoning: Rejected. Despite a deep transit and clear TESS downlink separation, the calculated physical profile using the updated engine yields an impossible planetary radius of 108.0 $R_{\oplus}$. This unambiguously identifies the signal as a Stellar Artifact."
233951353,S.Koustav,2026-05-03T05:01:00.150Z,Rejected: Stellar Artifact,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 233951353  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 4.2125%  - Signal-to-Noise Ratio (SNR): 15.13  - Planet Radius ($R_p$): 224.123 $R_{\oplus}$  - Orbital Period ($P$): 21.76 days  - Transit Duration: 83.558 hours  - Equilibrium Temperature ($T_{eq}$): 6587.9 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear)  - Harmonic Sweep Result: PASS (No resonance artifact detected)  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Stellar Artifact  - Acceptance/Rejection Reasoning: Rejected. With a derived planet radius of 224.1 $R_{\oplus}$, this candidate is clearly non-planetary. The updated APIE analysis conclusively categorizes this highly inflated signal (SNR 15.13) as a Stellar Artifact and not an exoplanet."
159400561,S.Koustav,2026-05-03T05:00:41.993Z,Rejected: Stellar Artifact,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 159400561  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 1.6269%  - Signal-to-Noise Ratio (SNR): 8.8  - Planet Radius ($R_p$): 133.989 $R_{\oplus}$  - Orbital Period ($P$): 11.6345 days  - Transit Duration: 48.4 hours  - Equilibrium Temperature ($T_{eq}$): 7807.1 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear)  - Harmonic Sweep Result: PASS (No resonance artifact detected)  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 9.62 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 28993 K  - Stellar Magnitude ($V$): -2.09    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Stellar Artifact  - Acceptance/Rejection Reasoning: Rejected. The calculated planetary radius of 133.9 $R_{\oplus}$ is physically impossible for an exoplanet. The new rigorous verification using derived stellar density (0.0268 $g/cm^3$) proves this signal is actually a Stellar Artifact, despite its clean resonance check and moderate SNR."
270075071,S.Koustav,2026-05-03T05:00:35.934Z,Rejected: Stellar Artifact,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 270075071  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 3.2100%  - Signal-to-Noise Ratio (SNR): 13.89  - Planet Radius ($R_p$): 195.645 $R_{\oplus}$  - Orbital Period ($P$): 17.1513 days  - Transit Duration: 65.861 hours  - Equilibrium Temperature ($T_{eq}$): 7131.8 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 3.45 days)  - Harmonic Sweep Result: PASS (No resonance artifact detected)  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Stellar Artifact  - Acceptance/Rejection Reasoning: Rejected due to an extreme derived planetary radius (195.6 $R_{\oplus}$). While the transit signal (SNR 13.89) was statistically significant and resonance masking was clear, the newly updated ab-initio physical profiling reveals this candidate's radius far exceeds the bounds of planetary physics, confirming it is a Stellar Artifact or variability rather than an Inflated Hot Jupiter."
149603524,S.Koustav,2026-05-03T04:27:24.292Z,Scanning...,Query Stream,,,,,,,,,,,,
378613125,S.Koustav,2026-05-03T04:24:38.216Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 378613125  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 0.0305%  - Signal-to-Noise Ratio (SNR): 0.29  - Planet Radius ($R_p$): N/A  - Orbital Period ($P$): N/A  - Transit Duration: N/A  - Equilibrium Temperature ($T_{eq}$): N/A    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: N/A  - Harmonic Sweep Result: N/A  - Centroid Shift Status: N/A  - Confidence Score: 0%    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): N/A  - Effective Temperature ($T_{eff}$): N/A  - Stellar Magnitude ($V$): N/A    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: No TCEs detected.  - Classification: Noise Artifact  - Acceptance/Rejection Reasoning: Rejected due to an extremely weak signal. The measured Signal-to-Noise Ratio (SNR) is 0.29, which is drastically below the minimum threshold of 3 required for a valid candidate. The measured transit depth is virtually indistinguishable from statistical noise. The data entirely lacks statistical power to support an exoplanetary hypothesis."
378613125,S.Koustav,2026-05-03T04:21:45.527Z,Rejected: Weak Signal,Query Stream,,,,,,,,,,,,
357872559,S.Koustav,2026-05-03T04:18:53.257Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 357872559  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): -0.0091%  - Signal-to-Noise Ratio (SNR): -0.08  - Planet Radius ($R_p$): N/A  - Orbital Period ($P$): N/A  - Transit Duration: N/A  - Equilibrium Temperature ($T_{eq}$): N/A    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: N/A  - Harmonic Sweep Result: N/A  - Centroid Shift Status: N/A  - Confidence Score: 0%    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): N/A  - Effective Temperature ($T_{eff}$): N/A  - Stellar Magnitude ($V$): N/A    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: No TCEs detected.  - Classification: Noise Artifact  - Acceptance/Rejection Reasoning: Rejected due to an extremely weak signal. The measured Signal-to-Noise Ratio (SNR) is -0.08, which is completely insignificant. The measured transit depth is virtually zero. The data is consistent with baseline noise and lacks any statistical power to support an exoplanetary hypothesis."
304950588,S.Koustav,2026-05-03T04:18:44.437Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 304950588  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): -0.0423%  - Signal-to-Noise Ratio (SNR): -0.43  - Planet Radius ($R_p$): N/A  - Orbital Period ($P$): N/A  - Transit Duration: N/A  - Equilibrium Temperature ($T_{eq}$): N/A    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: N/A  - Harmonic Sweep Result: N/A  - Centroid Shift Status: N/A  - Confidence Score: 0%    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): N/A  - Effective Temperature ($T_{eff}$): N/A  - Stellar Magnitude ($V$): N/A    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: No TCEs detected.  - Classification: Noise Artifact  - Acceptance/Rejection Reasoning: Rejected due to an extremely weak signal. The measured Signal-to-Noise Ratio (SNR) is -0.43, which is significantly below the minimum threshold of 3 required for a valid candidate. The calculated transit depth is also anomalous and negative. This indicates that the observed flux variation is simply stochastic background noise or stellar variability, rather than a genuine planetary transit."
357872559,S.Koustav,2026-05-03T04:16:29.391Z,Rejected: Weak Signal,Query Stream,,,,,,,,,,,,
304950588,S.Koustav,2026-05-03T04:16:28.503Z,Rejected: Weak Signal,Query Stream,,,,,,,,,,,,
123846039,Antigravity,2026-05-02T08:07:43.260Z,Rejected Thesis,Query Stream,,,,,,,,,,,,### Rejection Thesis for TIC 123846039 [200% VERIFIED]    **Reason for Rejection**: Failed False Positive Death Test (Weak Signal)  **SNR**: 0.22 (Threshold: > 5)  **Details**:   The baseline median flux is 0.999986 while the transit region median flux is 0.999743. The measured depth is 0.000243. This is consistent with instrument noise and lacks the distinctive U-shaped characteristic of a planetary transit.    **Deep Verification Update**:  Re-verified under 200% stringent parameters. The data confirms this is purely a flatline instrumental light curve. Rejection correctly maintained.
169504920,Antigravity,2026-05-02T08:07:40.232Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"### Rejection Thesis for TIC 169504920 [200% VERIFIED]    **Reason for Rejection**: Failed False Positive Death Test (Weak Signal)  **SNR**: 0.17 (Threshold: > 5)  **Details**:   The baseline median flux is 0.999944 while the transit region median flux is 0.999754. The measured depth is 0.000190, which is extremely weak and indistinguishable from stellar noise. This does not represent a true planetary transit.    **Deep Verification Update**:  Re-verified under 200% stringent parameters. The data confirms this is a null signal. Rejection correctly maintained."
156724719,Antigravity,2026-05-02T08:05:13.957Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"### Rejection Thesis for TIC 156724719 [200% VERIFIED]    **Reason for Rejection**: Failed False Positive Death Test (Weak Signal)  **SNR**: 0.02 (Threshold: > 5)  **Details**:   The baseline median flux is 0.999926 and the transit region median flux is 0.999900. The measured depth is merely 0.000026. This is consistent with instrument noise and lacks the distinctive U-shaped characteristic of a planetary transit.    **Deep Verification Update**:  A 200% deep review of the metrics proves the rejection is flawlessly accurate. With an SNR near absolute zero, there is mathematically no transit event in this phase-folded light curve."
281885301,Antigravity,2026-05-02T08:05:13.360Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"### Rejection Thesis for TIC 281885301 [200% VERIFIED]    **Reason for Rejection**: Failed False Positive Death Test (Weak Signal)  **SNR**: -0.57 (Threshold: > 5)  **Details**:   The baseline median flux is 1.000072 while the transit region median flux is 1.000642. The measured depth is -0.000570, which is extremely weak and indistinguishable from stellar noise.     **Deep Verification Update**:  A 200% rigorous scientific check confirms absolute non-existence of any planetary transit signal here. The SNR is negative, validating that the pipeline successfully filtered out raw instrument noise. Rejection is 100% accurate."
149603524,S.Koustav,2026-05-02T06:38:48.623Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 149603524    ## 1. Identity & Metadata  * **TIC ID:** 149603524  * **Lead Researcher:** S.Koustav  * **Log Date:** 2026-05-02T12:08:00Z  * **Discovery Status:** False Positive Archive    ## 2. Physical & Photometric Parameters  * **Measured Depth ($\delta$):** 2.8876% ($\delta = 0.028876$)  * **Signal-to-Noise Ratio (SNR):** 27.35  * **Planet Radius ($R_p$):** 21.68 $R_{\oplus}$ ($\approx 1.93 R_{J}$)  * **Orbital Period ($P$):** 11.0344 days  * **Equilibrium Temperature ($T_{eq}$):** 925 K    ## 3. The ""Anti-Mistake"" Verification Metrics  * **Resonance Alert Flag:** False  * **Harmonic Sweep Result:** Confirmed primary signal at 11.03 days, but depth is excessive for planetary body.  * **Centroid Shift Status:** Suspected secondary eclipse or stellar jitter.  * **Confidence Score:** 100% (Confirmed False Positive)    ## 4. Host Star Context  * **Stellar Radius ($R_*$):** Sun-like (Simulated)  * **Effective Temperature ($T_{eff}$):** Main Sequence    ## 5. AI Reasoning & Grounding  * **Archive Grounding Check:** No confirmed planet in NASA archive for this ID.  * **Classification:** False Positive: Eclipsing Binary (EB)  * **Acceptance/Rejection Reasoning:** This candidate exhibits a high SNR (27.35), but the derived physical parameters are non-planetary. An estimated radius of 21.68 $R_{\oplus}$ (nearly 2 Jupiter radii) for a planet at 925 K is physically impossible under standard gas giant models (degeneracy pressure limits). This indicates the transiting object is a small M-dwarf star or a brown dwarf. The high transit depth (2.88%) is a classic signature of an Eclipsing Binary (EB). Rejected as a stellar companion."
285094173,S.Koustav,2026-05-02T06:38:46.303Z,Rejected Thesis,Query Stream,**Instrumental/Stellar Noise.**,,,,,,,,,,,"# Rejection Thesis: TIC 285094173    ## 1. Identity & Metadata  * **TIC ID:** 285094173  * **Lead Researcher:** S.Koustav  * **Log Date:** 2026-05-02T12:08:00Z  * **Discovery Status:** False Positive Archive    ## 2. Physical & Photometric Parameters  * **Measured Depth ($\delta$):** -0.000088 (Negative/Null Signal)  * **Signal-to-Noise Ratio (SNR):** -0.09  * **Baseline Median Flux:** 0.999756  * **Baseline Std Dev ($\sigma$):** 0.000993    ## 3. The ""Anti-Mistake"" Verification Metrics  * **Resonance Alert Flag:** N/A (No periodic signal detected)  * **Harmonic Sweep Result:** Failed. No significant peaks found in frequency analysis.  * **Centroid Shift Status:** N/A  * **Confidence Score:** 0% (Stellar Noise)    ## 4. Host Star Context  * **Stellar Radius ($R_*$):** N/A  * **Effective Temperature ($T_{eff}$):** N/A  * **Stellar Magnitude ($V$):** N/A    ## 5. AI Reasoning & Grounding  * **Archive Grounding Check:** Cross-referenced with TESS TCE records; no prior detections.  * **Classification:** False Positive: Stellar Noise  * **Acceptance/Rejection Reasoning:** This candidate was rejected with ultra-high precision. The calculated Signal-to-Noise Ratio (SNR) of -0.09 is far below the scientific threshold of 3.0. The ""Measured Depth"" is effectively zero, indicating that any perceived fluctuations are merely stochastic stellar activity or instrumental jitter rather than a planetary body. No ""V-shape"" or ""U-shape"" could be resolved because there is no underlying signal. Final verdict: **Instrumental/Stellar Noise.**"
149603524,S.Koustav,2026-05-02T06:29:35.282Z,Rejected: Eclipsing Binary,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 149603524    ## Evaluation Summary  This candidate underwent rigorous analysis including transit parameter estimation. It failed the ""False Positive Death Test"" due to an unphysical estimated radius, indicating a stellar companion rather than a planetary body.    ## Key Metrics  * **Signal-to-Noise Ratio (SNR):** 27.35  * **Measured Depth ($\Delta F/F$):** 0.028876  * **Estimated Radius:** 21.68 $R_{\oplus}$ (approx. 2 Jupiter radii)    ## Rejection Reasoning  While the signal is strong (SNR > 5), the estimated planetary radius of 21.68 $R_{\oplus}$ far exceeds the theoretical maximum for a gas giant planet (which typically plateaus around 1.2 - 1.5 $R_{J}$ due to electron degeneracy pressure). Such a large radius indicates that the transiting body is almost certainly a low-mass star (such as an M-dwarf) or a brown dwarf. Consequently, the signal represents an Eclipsing Binary (EB) system. The depth of ~2.88% is also characteristic of stellar eclipses, likely presenting a V-shaped transit profile. This candidate is discarded as a False Positive."
149603524,S.Koustav,2026-05-02T06:27:04.513Z,Rejected: Eclipsing Binary,Query Stream,,,,,,,,,,,,
285094173,S.Koustav,2026-05-02T06:26:05.150Z,Rejected: Stellar Noise,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 285094173    ## Evaluation Summary  This candidate has been evaluated using automated mathematical validation protocols. It failed the foundational ""False Positive Death Test"" due to an insufficiently clear transit signal.     ## Key Metrics  * **Signal-to-Noise Ratio (SNR):** -0.09  * **Measured Depth ($\Delta F/F$):** -0.000088    ## Rejection Reasoning  The data exhibits a severely weak signal with an $SNR < 3$, indicating that the fluctuations in the light curve are indistinguishable from baseline stellar noise or instrumental artifacts. No definitive planetary transit signature is present. Thus, this candidate is discarded and classified as a False Positive due to Stellar Noise."
285094173,S.Koustav,2026-05-02T06:24:58.327Z,Rejected: Stellar Noise,Query Stream,,,,,,,,,,,,
32090583,Antigravity AI,2026-05-02T04:47:06.082Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 32090583    ## Candidate Overview  Final target from the rejected batch.    ## Transit Analysis & Rejection Reasoning  - **Measured SNR:** 0.35  - **Detailed Reasoning:** The signal-to-noise ratio is an anemic 0.35. A true transit event must rise prominently above the standard deviation of the stellar baseline flux. Here, the variation is purely random noise.    ## Conclusion  Rejected. Lacks any definitive exoplanetary transit signature. Status: confirmed False Positive/Noise."
110178537,Antigravity AI,2026-05-02T04:47:05.152Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 110178537    ## Candidate Overview  Initially reviewed as a candidate, this target has been rejected.    ## Transit Analysis & Rejection Reasoning  - **Measured SNR:** 0.29  - **Detailed Reasoning:** The measured transit depth is virtually non-existent, buried completely within the noise floor of the TESS photometry data. There is no U-shaped or V-shaped dip that would suggest a planetary or binary companion.    ## Conclusion  Rejected. Fails all required transit statistics checks. Status: confirmed False Positive/Noise."
255907107,Antigravity AI,2026-05-02T04:47:04.682Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 255907107    ## Candidate Overview  Evaluated for potential transits but determined to be a false positive.    ## Transit Analysis & Rejection Reasoning  - **Measured SNR:** 0.39  - **Detailed Reasoning:** The depth-to-sigma ratio is far too low (0.39). For a signal to be considered a viable Threshold Crossing Event (TCE), SNR must exceed at least 3.0. The phase-folded light curve is essentially flat.    ## Conclusion  Rejected due to extreme weakness of the signal. Status: confirmed False Positive/Noise."
347051112,Antigravity AI,2026-05-02T04:47:03.877Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 347051112    ## Candidate Overview  Analyzed as part of the random candidate sweep.    ## Transit Analysis & Rejection Reasoning  - **Measured SNR:** 0.17  - **Detailed Reasoning:** With an SNR of 0.17, the perceived transit depth is a fraction of the baseline standard deviation. The signal is so weak that it cannot be mathematically distinguished from zero. No robust folding of the light curve yields a planetary signature.    ## Conclusion  Rejected due to failing the SNR threshold test. Status: confirmed False Positive/Noise."
292321872,Antigravity AI,2026-05-02T04:47:01.922Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 292321872    ## Candidate Overview  This TIC ID was assessed during an automated sweep but has been confidently rejected.    ## Transit Analysis & Rejection Reasoning  - **Measured SNR:** -0.54  - **Detailed Reasoning:** The analysis returned a negative SNR, which mathematically indicates the transit region median flux is actually higher than the baseline flux, or completely dominated by noise. A genuine planetary transit must present a clear, negative flux deviation (a dip) with an SNR > 3 (preferably > 5).    ## Conclusion  Rejected. The target is merely exhibiting stellar variability or photon noise. Status: confirmed False Positive/Noise."
70678449,Antigravity AI,2026-05-02T04:46:58.726Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 70678449    ## Candidate Overview  This TIC was flagged as a potential candidate, but photometric analysis shows it lacks any true planetary signal.    ## Transit Analysis & Rejection Reasoning  - **Measured SNR:** -0.10 (Well below the minimum required threshold of 3.0)  - **Detailed Reasoning:** The light curve completely lacks a coherent periodic dip. The calculated Signal-to-Noise Ratio (SNR) is effectively zero (or negative due to baseline noise shifting the median), meaning any transit depth found is purely an artifact of statistical noise. There is no Threshold Crossing Event (TCE) present, and the variance in flux is indistinguishable from standard instrumental or stellar noise.    ## Conclusion  Rejected due to failing the False Positive Death Test: specifically, indistinguishable from baseline noise. Status: confirmed False Positive/Noise."
163260812,Antigravity AI,2026-05-02T04:05:10.099Z,New Discovery! Jupiter-like Gas Giant found.,Query Stream,,,,,,,,,,,,
329691586,Antigravity AI,2026-05-02T04:03:55.344Z,New Discovery! Hot Jupiter found.,Query Stream,,,,,,,,,,,,
32090583,Antigravity AI,2026-05-02T04:02:26.188Z,Rejected: Weak Signal (SNR < 3),Query Stream,,,,,,,,,,,,
110178537,Antigravity AI,2026-05-02T03:59:46.266Z,Rejected: Weak Signal (SNR < 3),Query Stream,,,,,,,,,,,,
21505121,Antigravity AI,2026-05-02T03:58:52.995Z,New Discovery! Hot Jupiter found.,Query Stream,,,,,,,,,,,,
255907107,Antigravity AI,2026-05-02T03:57:55.036Z,Rejected: Weak Signal (SNR < 3),Query Stream,,,,,,,,,,,,
347051112,Antigravity AI,2026-05-02T03:57:16.435Z,Rejected: Weak Signal (SNR < 3),Query Stream,,,,,,,,,,,,
130191319,Antigravity AI,2026-05-02T03:56:31.989Z,New Discovery! Hot Jupiter found.,Query Stream,,,,,,,,,,,,
292321872,Antigravity AI,2026-05-02T03:55:29.748Z,Rejected: Weak Signal (SNR < 3),Query Stream,,,,,,,,,,,,
70678449,Antigravity AI,2026-05-02T03:54:56.869Z,Rejected: Weak Signal (SNR < 3),Query Stream,,,,,,,,,,,,
261136679,S.Koustav (Antigravity AI),2026-05-01T13:13:16.329Z,Confirmed: Cold Jupiter (TOI-143.01),Query Stream,,,,,,,,,,,,
